extension (nm),average force (pN),sd force (pN),average bp unzipped, sd bp unzipped
2798,16.3629,0.370687,1931.39,15.9617
2799,16.3457,0.37863,1933.18,16.2944
2800,16.3271,0.383572,1935.03,16.4965
2801,16.3076,0.385195,1936.91,16.5555
2802,16.2882,0.383401,1938.79,16.468
2803,16.2694,0.378316,1940.63,16.2404
2804,16.2521,0.37028,1942.41,15.8881
2805,16.2368,0.359798,1944.11,15.4335
2806,16.2239,0.347487,1945.69,14.9035
2807,16.2136,0.334011,1947.17,14.327
2808,16.206,0.320029,1948.53,13.7321
2809,16.201,0.306144,1949.77,13.1445
2810,16.1985,0.292873,1950.91,12.5862
2811,16.1982,0.28063,1951.96,12.0742
2812,16.1999,0.269717,1952.92,11.6209
2813,16.2031,0.260325,1953.81,11.2337
2814,16.2077,0.252543,1954.65,10.9157
2815,16.2133,0.246373,1955.45,10.6662
2816,16.2197,0.24174,1956.21,10.4815
2817,16.2266,0.238516,1956.95,10.3555
2818,16.234,0.236535,1957.68,10.2808
2819,16.2415,0.23561,1958.39,10.2492
2820,16.2491,0.235546,1959.11,10.2524
2821,16.2567,0.236151,1959.82,10.2821
2822,16.2642,0.237245,1960.55,10.3308
2823,16.2715,0.23866,1961.27,10.3915
2824,16.2785,0.240249,1962.01,10.458
2825,16.2854,0.241879,1962.76,10.5249
2826,16.292,0.243439,1963.52,10.5875
2827,16.2985,0.244831,1964.29,10.6419
2828,16.3047,0.245977,1965.06,10.6848
2829,16.3108,0.246813,1965.84,10.7136
2830,16.3168,0.247288,1966.63,10.7263
2831,16.3228,0.247366,1967.41,10.7214
2832,16.3288,0.247021,1968.2,10.6979
2833,16.3349,0.246241,1968.98,10.6554
2834,16.3411,0.245021,1969.75,10.5938
2835,16.3475,0.243365,1970.51,10.5132
2836,16.3542,0.241286,1971.26,10.4143
2837,16.3613,0.238803,1972,10.2979
2838,16.3687,0.235937,1972.72,10.1651
2839,16.3766,0.232716,1973.42,10.017
2840,16.3849,0.229171,1974.1,9.855
2841,16.3938,0.225333,1974.76,9.68048
2842,16.4032,0.221236,1975.39,9.49493
2843,16.4131,0.216912,1976,9.29981
2844,16.4236,0.212397,1976.58,9.09662
2845,16.4348,0.207722,1977.14,8.88681
2846,16.4465,0.202921,1977.68,8.67184
2847,16.4588,0.198026,1978.18,8.45308
2848,16.4717,0.193066,1978.67,8.23191
2849,16.4852,0.188072,1979.13,8.00963
2850,16.4993,0.183074,1979.56,7.78754
2851,16.5139,0.178098,1979.97,7.56688
2852,16.5291,0.173174,1980.36,7.3489
2853,16.5448,0.16833,1980.72,7.13485
2854,16.561,0.163594,1981.07,6.926
2855,16.5776,0.158996,1981.4,6.72369
2856,16.5947,0.154569,1981.7,6.52935
2857,16.6123,0.150349,1981.99,6.34454
2858,16.6302,0.146374,1982.27,6.17103
2859,16.6485,0.142691,1982.53,6.01081
2860,16.6671,0.139352,1982.78,5.86621
2861,16.686,0.136419,1983.01,5.73993
2862,16.7052,0.133964,1983.24,5.63516
2863,16.7245,0.132071,1983.46,5.55557
2864,16.7441,0.130841,1983.68,5.50541
2865,16.7637,0.130384,1983.89,5.48952
2866,16.7833,0.130829,1984.1,5.51326
2867,16.8029,0.132312,1984.32,5.58244
2868,16.8223,0.134983,1984.54,5.70319
2869,16.8415,0.138994,1984.77,5.88176
2870,16.8604,0.144498,1985.02,6.12437
2871,16.8787,0.151645,1985.3,6.43698
2872,16.8964,0.160574,1985.61,6.82519
2873,16.9131,0.171413,1985.95,7.29408
2874,16.9286,0.184274,1986.35,7.84806
2875,16.9426,0.199245,1986.81,8.49063
2876,16.9548,0.216382,1987.36,9.22396
2877,16.9646,0.235695,1988,10.0483
2878,16.9716,0.257123,1988.77,10.961
2879,16.9751,0.280512,1989.68,11.9554
2880,16.9746,0.305573,1990.76,13.0195
2881,16.9695,0.331854,1992.05,14.1338
2882,16.9591,0.358701,1993.55,15.2711
2883,16.9429,0.385244,1995.29,16.3945
2884,16.9208,0.410412,1997.29,17.4591
2885,16.8928,0.432989,1999.54,18.4139
2886,16.8594,0.451723,2002,19.2063
2887,16.8216,0.465483,2004.66,19.7891
2888,16.7808,0.473426,2007.44,20.1272
2889,16.7384,0.475149,2010.28,20.2041
2890,16.6964,0.47076,2013.1,20.0246
2891,16.6563,0.460862,2015.84,19.6143
2892,16.6194,0.446438,2018.44,19.0145
2893,16.5868,0.428688,2020.86,18.2756
2894,16.5588,0.408846,2023.08,17.4488
2895,16.5358,0.388035,2025.08,16.5809
2896,16.5175,0.367169,2026.89,15.7097
2897,16.5036,0.346921,2028.51,14.8629
2898,16.4938,0.327725,2029.95,14.0582
2899,16.4876,0.309814,2031.24,13.3051
2900,16.4845,0.293267,2032.4,12.607
2901,16.4842,0.278061,2033.44,11.963
2902,16.4862,0.264114,2034.38,11.3699
2903,16.4904,0.251315,2035.22,10.8233
2904,16.4964,0.239548,2035.99,10.3188
2905,16.504,0.228708,2036.69,9.85247
2906,16.513,0.218704,2037.33,9.42081
2907,16.5233,0.209463,2037.91,9.0211
2908,16.5347,0.200928,2038.45,8.65125
2909,16.5471,0.193056,2038.95,8.30967
2910,16.5603,0.185816,2039.4,7.99522
2911,16.5744,0.179185,2039.83,7.70705
2912,16.5891,0.173146,2040.22,7.44455
2913,16.6045,0.167687,2040.59,7.20722
2914,16.6204,0.162798,2040.94,6.99466
